Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
,TSLA,TSLA,TSLA,TSLA,,TSLA,
2025-02-03,386.67999267578125,389.1700134277344,374.3599853515625,383.67999267578125,383.67999267578125,93732100,tsla
2025-02-04,382.6300048828125,394.0,381.3999938964844,392.2099914550781,392.2099914550781,57072200,tsla
2025-02-05,387.510009765625,388.3900146484375,375.5299987792969,378.1700134277344,378.1700134277344,57223300,tsla
2025-02-06,373.0299987792969,375.3999938964844,363.17999267578125,374.32000732421875,374.32000732421875,77918200,tsla
2025-02-07,370.19000244140625,380.54998779296875,360.3399963378906,361.6199951171875,361.6199951171875,70298300,tsla
2025-02-10,356.2099914550781,362.70001220703125,350.510009765625,350.7300109863281,350.7300109863281,77514900,tsla
2025-02-11,345.79998779296875,349.3699951171875,325.1000061035156,328.5,328.5,118543400,tsla
2025-02-12,329.94000244140625,346.3999938964844,329.1199951171875,336.510009765625,336.510009765625,105382700,tsla
2025-02-13,345.0,358.69000244140625,342.8500061035156,355.94000244140625,355.94000244140625,89441500,tsla
2025-02-14,360.6199951171875,362.0,347.5,355.8399963378906,355.8399963378906,68277300,tsla
2025-02-18,355.010009765625,359.1000061035156,350.0199890136719,354.1099853515625,354.1099853515625,51631700,tsla
2025-02-19,354.0,367.3399963378906,353.6700134277344,360.55999755859375,360.55999755859375,67094400,tsla
2025-02-20,361.510009765625,362.29998779296875,348.0,354.3999938964844,354.3999938964844,45965400,tsla
2025-02-21,353.44000244140625,354.9800109863281,334.4200134277344,337.79998779296875,337.79998779296875,74058600,tsla
2025-02-24,338.1400146484375,342.3999938964844,324.70001220703125,330.5299987792969,330.5299987792969,76052300,tsla
2025-02-25,327.0199890136719,328.8900146484375,297.25,302.79998779296875,302.79998779296875,134228800,tsla
2025-02-26,303.7099914550781,309.0,288.0400085449219,290.79998779296875,290.79998779296875,100118300,tsla
2025-02-27,291.1600036621094,297.2300109863281,280.8800048828125,281.95001220703125,281.95001220703125,101748200,tsla
2025-02-28,279.5,293.8800048828125,273.6000061035156,292.9800109863281,292.9800109863281,115697000,tsla
2025-03-03,300.3399963378906,303.94000244140625,277.29998779296875,284.6499938964844,284.6499938964844,115551400,tsla
2025-03-04,270.92999267578125,284.3500061035156,261.8399963378906,272.0400085449219,272.0400085449219,126706600,tsla
2025-03-05,272.9200134277344,279.54998779296875,267.7099914550781,279.1000061035156,279.1000061035156,94042900,tsla
2025-03-06,272.05999755859375,272.6499938964844,260.0199890136719,263.45001220703125,263.45001220703125,98451600,tsla
2025-03-07,259.32000732421875,266.25,250.72999572753906,262.6700134277344,262.6700134277344,102369600,tsla
2025-03-10,252.5399932861328,253.3699951171875,220.0,222.14999389648438,222.14999389648438,189076900,tsla
2025-03-11,225.30999755859375,237.05999755859375,217.02000427246094,230.5800018310547,230.5800018310547,174896400,tsla
2025-03-12,247.22000122070312,251.83999633789062,241.10000610351562,248.08999633789062,248.08999633789062,142215700,tsla
2025-03-13,248.1300048828125,248.2899932861328,232.60000610351562,240.67999267578125,240.67999267578125,114813500,tsla
2025-03-14,247.30999755859375,251.5800018310547,240.72999572753906,249.97999572753906,249.97999572753906,100242300,tsla
2025-03-17,245.05999755859375,245.39999389648438,232.8000030517578,238.00999450683594,238.00999450683594,111900600,tsla
2025-03-18,228.16000366210938,230.10000610351562,222.27999877929688,225.30999755859375,225.30999755859375,111477600,tsla
2025-03-19,231.61000061035156,241.41000366210938,229.1999969482422,235.86000061035156,235.86000061035156,111993800,tsla
2025-03-20,233.35000610351562,238.0,230.0500030517578,236.25999450683594,236.25999450683594,99028300,tsla
2025-03-21,234.99000549316406,249.52000427246094,234.5500030517578,248.7100067138672,248.7100067138672,132728700,tsla
2025-03-24,258.0799865722656,278.6400146484375,256.3299865722656,278.3900146484375,278.3900146484375,169079900,tsla
2025-03-25,283.6000061035156,288.20001220703125,271.2799987792969,288.1400146484375,288.1400146484375,150361500,tsla
2025-03-26,282.6600036621094,284.8999938964844,266.510009765625,272.05999755859375,272.05999755859375,153629800,tsla
2025-03-27,272.4800109863281,291.8500061035156,271.82000732421875,273.1300048828125,273.1300048828125,162572100,tsla
2025-03-28,275.5799865722656,276.1000061035156,260.57000732421875,263.54998779296875,263.54998779296875,123809400,tsla
2025-03-31,249.30999755859375,260.55999755859375,243.36000061035156,259.1600036621094,259.1600036621094,134008900,tsla
2025-04-01,263.79998779296875,277.45001220703125,259.25,268.4599914550781,268.4599914550781,146486900,tsla
2025-04-02,254.60000610351562,284.989990234375,251.27000427246094,282.760009765625,282.760009765625,212787800,tsla
2025-04-03,265.2900085449219,276.29998779296875,261.510009765625,267.2799987792969,267.2799987792969,136174300,tsla
2025-04-04,255.3800048828125,261.0,236.0,239.42999267578125,239.42999267578125,181229400,tsla
2025-04-07,223.77999877929688,252.0,214.25,233.2899932861328,233.2899932861328,183453800,tsla
2025-04-08,245.0,250.44000244140625,217.8000030517578,221.86000061035156,221.86000061035156,171603500,tsla
2025-04-09,224.69000244140625,274.69000244140625,223.8800048828125,272.20001220703125,272.20001220703125,219433400,tsla
2025-04-10,260.0,262.489990234375,239.3300018310547,252.39999389648438,252.39999389648438,181722600,tsla
2025-04-11,251.83999633789062,257.739990234375,241.36000061035156,252.30999755859375,252.30999755859375,128948100,tsla
2025-04-14,258.3599853515625,261.79998779296875,245.92999267578125,252.35000610351562,252.35000610351562,100135200,tsla
2025-04-15,249.91000366210938,258.75,247.5399932861328,254.11000061035156,254.11000061035156,79070100,tsla
